1,x1,x2
1,1.2502345269453026,1.8132706157676075
1,3.342680403327502,-2.721091252
1,4.153035802563644,1.7760698080811337
1,2.747563963,-1.311193247
1,3.9813207869512315,0.30532731890794973
1,3.5142188413943822,3.9250404799324423
1,3.2211796692214003,4.162805434225657
1,1.9299566694317067,-5.206173442
1,2.8105041691768244,0.8651322606819725
1,3.2550014442733817,-1.0172563
1,2.541973014497376,1.5821073984732408
1,3.435163488122892,-1.122908651
1,2.416404949677335,1.4312768922530532
1,3.816847071685779,-4.289287987
1,3.6727208057096608,1.2231195749295252
1,2.8955888566093724,-2.484841178
1,2.468719623,1.2703718455129502
1,4.029732685133347,-0.478552095
1,2.5618643772955827,3.723246261589814
1,1.8816817537445638,4.990608932211924
1,4.618981661,-1.985813145
1,4.541605174513407,10.395681445437951
1,2.748120860786787,1.1743158578157593
1,2.1575642617487025,0.9817360589293546
1,3.1845186905639427,-0.934041182
1,3.9370822011089524,-4.273966766
1,3.7310003438348085,-1.874616556
1,4.361556125145331,-0.329986188
1,2.6737619407976974,2.8588782839757756
1,3.055676014854777,-2.950087931
1,3.222399608555305,-3.283671569
1,1.5567830047746631,-0.724046249
1,2.2436476944055643,-1.785341517
1,3.8164540110192857,-2.948435684
1,3.7504447615341787,0.2646898032764551
1,2.5440530725319976,-1.808278109
1,4.189622268029126,3.3766663589477943
1,1.309383173616396,2.7811598964007596
1,1.6436009511386873,-6.807470984
1,1.7675654860850738,-1.044511913
1,2.4555608383275356,-0.492076208
1,2.3318282631865723,3.649741771094729
1,3.007314563228903,-1.880561714
1,2.3870612645218374,-0.824819424
1,4.299748074755309,3.442372316
1,1.266904376346719,3.4799069222252053
1,2.016689901,2.1065535160793307
1,3.3575077531673654,-3.851714432
1,1.3864214971778241,4.566923303633038
1,4.470713866612129,-0.539889953
1,1.8119824026822806,-1.128442103
1,2.4502538064645103,1.3810476319850513
1,2.0599538384552316,4.366264382213322
1,2.172067635634129,0.724520664
1,3.1088634678336797,-0.113000012
1,3.50780959,2.4945990897154298
1,2.1377726534895203,6.898108406266779
1,4.249469742726979,-2.818807329
1,2.920388754082601,0.33546773562653665
1,2.110268518734966,7.618296099334383
1,2.1182016105169827,1.2107952462760672
1,3.0186389494880603,-5.654503162
1,3.237844621923622,3.832356095594684
1,3.0135485486286124,-1.336764791
1,1.364470600619178,-3.810954117
1,1.955790122290683,1.906503505
1,3.6130388816875465,-0.895307013
1,3.736205213323824,-1.206869765
1,4.026921439399791,-1.60992128
1,1.5678093889410734,2.469373205
1,1.158811699813283,0.07557571
1,3.3660932261673038,4.5526083850627685
1,2.6682228649471913,1.1088334520212044
1,2.3107820219102466,-1.441896487
1,5.0346075615049335,3.126998229064007
1,2.449285588085407,3.296627959700607
1,3.7504533303268413,-6.398731122
1,1.6930076609191809,2.2776129942058687
1,3.5805733357942744,-0.85554261
1,1.8954769073377062,1.4412342338145636
1,3.6901214702247076,1.4040020646082927
1,3.686890066138405,8.127005842097756
1,1.433312470421609,6.057258350189583
1,3.9049741214666813,2.242210254719864
1,3.7788223993230674,-1.76912576
1,3.428232870596741,-2.440274474
1,3.1088719898979145,-0.530690593
1,3.0282836348230733,1.5211425059288612
1,2.4211741752090115,-0.800334493
1,1.8005488008060688,-2.568186066
1,1.2940479942618297,4.677944570667306
1,3.3691639571070056,-3.278066594
1,4.876573426962166,2.2741274944972814
1,2.6230966498310253,-3.598319908
1,4.831936081825536,0.5291114344651272
1,3.003017434031214,-2.627192525
1,2.9239765342753765,0.3528253687996927
1,3.0039575939875993,-2.874505007
1,2.814985889102886,-5.643343947
1,0.5128484647772305,0.5470281824611263
1,1.2953487942390376,-1.645476841
1,1.8637389931726371,-0.157904909
1,0.026684525949114413,9.520171571885939
1,3.033317278138863,10.002610552792296
1,2.751111332941892,4.810115989046976
1,2.5498235649883494,3.0386886928650503
1,3.132427801148774,5.533569618767029
1,3.022213928039391,-1.008430885
1,3.317367975941068,1.4962514664126838
1,2.2475858222749627,-3.233478231
